Series Name,Location,Parameter,Timestamp,Value,Offset
"Bottom DO","FS-Bottom","DO-sensor",2025-02-07 23:00,8.2392,0
"Depth","FS-Bottom","Depth-sensor",2025-02-07 22:00,2.8862,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-07 22:00,30.0053,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-07 22:00,11.4157,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-07 22:00,8.1765,0
"Depth","FS-Bottom","Depth-sensor",2025-02-07 21:00,2.9481,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-07 21:00,29.9092,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-07 21:00,11.4023,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-07 21:00,8.2128,0
"Depth","FS-Bottom","Depth-sensor",2025-02-07 20:00,2.9025,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-07 20:00,29.0015,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-07 20:00,11.35,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-07 20:00,8.2295,0
"Depth","FS-Bottom","Depth-sensor",2025-02-07 19:00,2.7598,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-07 19:00,21.5658,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-07 19:00,10.9985,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-07 19:00,8.7737,0
"Depth","FS-Bottom","Depth-sensor",2025-02-07 18:00,2.5145,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-07 18:00,2.1832,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-07 18:00,10.5393,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-07 18:00,10.3908,0
"Depth","FS-Bottom","Depth-sensor",2025-02-07 17:00,2.2319,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-07 17:00,0,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-07 17:00,10.5197,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-07 17:00,10.6254,0
"Depth","FS-Bottom","Depth-sensor",2025-02-07 16:00,1.941,-6.46
